Station,Lat,Long,Town,River,High Level,Color
Whetstone,52.553447,-1.171951,Whetstone,Whetstone Brook,1.1,"rgba(255, 0, 0)"
Moreton,51.988876,-1.697906,Moreton in Marsh,Evenlode,1.21,"rgba(255, 0, 0)"
Cassington Weir A,51.786053,-1.351198,Cassington,Evenlode,0.9,"rgba(255, 0, 0)"
Sandon Bridge,51.720457,0.539834,Sandon,Sandon Brook,0.75,"rgba(255, 194, 0)"
Pool Bridge,53.905078,-1.630095,Pool,River Wharfe,2.9,"rgba(255, 0, 0)"
Shipton,51.861678,-1.594363,Shipton Under Wychwood,Evenlode,2.02,"rgba(255, 0, 0)"
Parsons Street,51.207333,-3.596358,Porlock,Hawkcombe Stream,0.5,"rgba(255, 194, 0)"
Dronfield,53.302721,-1.472506,Dronfield,River Drone,0.5,"rgba(255, 194, 0)"
Lamberhurst,51.1015,0.392574,Lamberhurst,Teise,1.5,"rgba(255, 0, 0)"
Slade Brook,52.377799,-0.720415,Barton Seagrave,Ise,1.3,"rgba(255, 0, 0)"
Darton,53.58418,-1.52866,Darton,River Dearne,0.613,"rgba(255, 194, 0)"
Glenfield,52.648317,-1.215391,Glenfield,Rothley Brook,1.15,"rgba(255, 0, 0)"
Shalford,51.220824,-0.569459,Shalford,Tillingbourne,0.526,"rgba(255, 194, 0)"
Lowdham,53.024857,-1.028024,Epperstone,Dover Beck,0.75,"rgba(255, 194, 0)"
Portinscale,54.604556,-3.159541,Portinscale,River Derwent,1.327,"rgba(255, 0, 0)"
Knighton Side,51.436872,-1.577706,Whittonditch,Kennet,0.504,"rgba(255, 194, 0)"
Shillingthorpe,52.68874,-0.412477,Greatford,West Glen (To Kates Bridge),1.18,"rgba(255, 0, 0)"
Roxton,52.166195,-0.309298,Roxton,River Great Ouse,1.04,"rgba(255, 0, 0)"
Upavon West,51.302514,-1.809882,Upavon,River Avon,0.7,"rgba(255, 194, 0)"
Ashford in the Water,53.223665,-1.727504,Ashford in the Water,River Wye,0.75,"rgba(255, 194, 0)"
Hannington Bridge,51.663588,-1.749677,Hannington Wick,Thames,3.81,"rgba(255, 0, 0)"
Threadfold Way,53.613958,-2.427881,Eagley,Eagley Brook,0.386,"rgba(0, 204, 0)"
Abingdon Lock,51.670388,-1.268257,Abingdon,Thames,0.17,"rgba(0, 204, 0)"
Stockton Primrose Hill,54.574258,-1.316493,Stockton On Tees,Lustrum Beck,5.46,"rgba(255, 0, 0)"
Ashburton Lower,50.5162,-3.757538,Ashburton,River Ashburn,0.372,"rgba(0, 204, 0)"
Nunnington,54.215889,-0.969759,Nunnington,River Riccal,0.44,"rgba(0, 204, 0)"
Allington,52.94938,-0.702125,Allington,Foston Beck,0.85,"rgba(255, 0, 0)"
Catcliffe,53.390594,-1.361999,Catcliffe,River Rother,26.118,"rgba(255, 0, 0)"
Castle Bytham,52.755941,-0.534509,Castle Bytham,West Glen (To Kates Bridge),0.99,"rgba(255, 0, 0)"
Craigshill Wood,50.465604,-4.55955,St Neot,St Neot River,0.574,"rgba(255, 194, 0)"
South Bridge,52.230338,-0.897436,Northampton,Nene,1.202,"rgba(255, 0, 0)"
Yiewsley,51.509078,-0.47713,Yiewsley,Frays,1.2,"rgba(255, 0, 0)"
Cambridge Baits Bite,52.236542,0.176925,Milton,River Cam,0.294,"rgba(0, 204, 0)"
Harraby Green Business Park,54.879957,-2.917974,Harraby Green Carlisle,Petteril,0.705,"rgba(255, 194, 0)"
Alton High Street,51.149557,-0.976568,Alton,Wey,0.37,"rgba(0, 204, 0)"
"Seaton Mill, Barepot, Workington",54.650538,-3.52206,"Seaton Mill, Barepot, Workington",River Derwent,0.96,"rgba(255, 0, 0)"
Hundred House Bridge,50.950221,0.630976,Broadland Row,Royal Military Canal Outflow Sea,0.433,"rgba(0, 204, 0)"
Bishop Monkton,54.090598,-1.497502,Bishop Monkton,Bishop Monkton Beck,0.4,"rgba(0, 204, 0)"
Tilford,51.181979,-0.750222,Tilford,Wey,1.4,"rgba(255, 0, 0)"
Beeding Bridge,50.882836,-0.306828,Upper Beeding,Adur,3.322,"rgba(255, 0, 0)"
Stanford Vale,51.632965,-1.505814,Stanford In The Vale,Ock,0.62,"rgba(255, 194, 0)"
Dacre Bridge,54.628797,-2.837846,Dacre,Dacre Beck,1.2,"rgba(255, 0, 0)"
Weldon Flood Storage Reservoir,52.493886,-0.649292,Weldon,Willow Brook,3.64,"rgba(255, 0, 0)"
Cogenhoe,52.246264,-0.779863,Cogenhoe,Nene (N'hampton-Wollaston),0.605,"rgba(255, 194, 0)"
Morwick,55.333528,-1.631891,Morwick,River Coquet,2.7,"rgba(255, 0, 0)"
Whetstone Bridge,51.667039,-1.816893,Marston Meysey,Marston Meysey Brook,1.273,"rgba(255, 0, 0)"
Keadby,53.591975,-0.738178,Keadby,River Trent,6.6,"rgba(255, 0, 0)"
Riseley,52.249147,-0.485347,Riseley,River Kym,1.4,"rgba(255, 0, 0)"
Brushford,51.021855,-3.53136,Brushford,River Barle,1.5,"rgba(255, 0, 0)"
Webbs Hole Sluice,52.320879,-0.002271,Over,Swavesey Drain,1.215,"rgba(255, 0, 0)"
Dutlas,52.394857,-3.160345,Dutlas,River Teme,0.6,"rgba(255, 194, 0)"
Lanchester Front Street,54.82499,-1.744671,Lanchester,Smallhope Burn,1.2,"rgba(255, 0, 0)"
Fotheringhay,52.526819,-0.428685,Fotheringhay,Willow Brook,0.501,"rgba(255, 194, 0)"
Pimlico Brook,53.877796,-2.387601,Clitheroe,Pimlico Brook,0.675,"rgba(255, 194, 0)"
Perrancoombe,50.340195,-5.15746,Perranporth,Perrancombe Stream,1,"rgba(255, 0, 0)"
Thornton Heath,51.394765,-0.097302,South Norwood,Norbury Brk,1.3,"rgba(255, 0, 0)"
Tamarstone Bridge,50.823657,-4.438698,Kingford,River Tamar,1.8,"rgba(255, 0, 0)"
"Ickenham, Swakeleys Road",51.565274,-0.452775,Ickenham,Pinn,1.125,"rgba(255, 0, 0)"
Tenbury,52.313207,-2.591539,Tenbury Wells,River Teme,4.5,"rgba(255, 0, 0)"
Kenwith Castle,51.023856,-4.236897,Kenwith,Kenwith Stream,0.575,"rgba(255, 194, 0)"
Kingscroft Road,51.85196,-2.18652,Gloucester,Wotton Brook,2,"rgba(255, 0, 0)"
Selby Lock,53.782406,-1.057504,Selby,River Ouse,3.776,"rgba(255, 0, 0)"
Crudgington,52.754258,-2.534083,Crudgington,River Strine,0.788,"rgba(255, 194, 0)"
West Marsh Washlands,53.707591,-1.056828,Hirst Courtney,West Bank Pond,1,"rgba(255, 0, 0)"
Great Corby,54.890119,-2.830743,Wetheral,Eden,3.36,"rgba(255, 0, 0)"
Shipley Gate,53.003454,-1.310004,Shipley,River Erewash,2.8,"rgba(255, 0, 0)"
Wyre Piddle,52.126787,-2.056054,Wyre Piddle,Piddle Brook,0.636,"rgba(255, 194, 0)"
Hady Hill,53.233706,-1.418671,Chesterfield,River Rother,1.071,"rgba(255, 0, 0)"
"Hillingdon, Charville Lane",51.541775,-0.418198,Hillingdon,Yeading Brook,2,"rgba(255, 0, 0)"
Taw Bridge,50.845457,-3.886253,Brushford,River Taw,1.1,"rgba(255, 0, 0)"
Riding Mill,54.952174,-1.959366,Riding Mill,River Tyne,2.1,"rgba(255, 0, 0)"
Hodder Place,53.855184,-2.451318,Great Mitton,Hodder,1.9,"rgba(255, 0, 0)"
Vallis,51.240687,-2.349087,Great Elm,Mells River,1.5,"rgba(255, 0, 0)"
Clavering,51.965459,0.146003,Clavering,Stort,1,"rgba(255, 0, 0)"
Bampton Bridge,50.989182,-3.484134,Bampton,River Batherm,0.9,"rgba(255, 0, 0)"
Milford,52.791503,-2.038506,Milford,River Sow,1.986,"rgba(255, 0, 0)"
Pishiobury Brook,51.795404,0.134177,Harlow,Pishiobury Brook,1.93,"rgba(255, 0, 0)"
Clomoney Way,51.881479,-2.206851,Gloucester,Horsbere Brook,2,"rgba(255, 0, 0)"
Boulters Lock,51.532713,-0.699466,Taplow,Thames,3.51,"rgba(255, 0, 0)"
Knowle Green,51.430935,-0.496618,Staines,Ash (Surrey),0.6,"rgba(255, 194, 0)"
Portsmouth Lennox Road,53.732082,-2.153506,Portsmouth,River Calder,1,"rgba(255, 0, 0)"
Ensbury,50.768235,-1.876842,Ensbury,River Stour,1.913,"rgba(255, 0, 0)"
River Freshney Grimsby,53.574576,-0.108253,Great Coates,Laceby Beck,0.78,"rgba(255, 194, 0)"
Elvington Sluices,53.917956,-0.929601,Elvington,River Derwent,6.25,"rgba(255, 0, 0)"
Ewood,53.731625,-2.490617,Lower Darwen,Darwen,1.25,"rgba(255, 0, 0)"
West Sedgemoor PS,51.053328,-2.891431,Stathe,River Parrett,7.613,"rgba(255, 0, 0)"
London Colney,51.719476,-0.289861,London Colney,Colne,1.5,"rgba(255, 0, 0)"
Burnbanks,54.536126,-2.762643,Bampton,Haweswater Beck,1,"rgba(255, 0, 0)"
"Luton, Stockingstone Road",51.896722,-0.419615,Stopsley,Lee (Upper),2.1,"rgba(255, 0, 0)"
Titley Mill,52.220498,-2.984666,Titley Mill,Arrow,1,"rgba(255, 0, 0)"
Eynsham Lock,51.774692,-1.356854,Swinford,Thames,0.371,"rgba(0, 204, 0)"
Dorchester,51.641035,-1.163757,Dorchester,Thame,1.376,"rgba(255, 0, 0)"
Hinton On Green,52.064842,-1.966688,Hinton On The Green,River Isbourne,2.65,"rgba(255, 0, 0)"
Witton Park,54.67286,-1.733251,Witton Park,River Wear,3.4,"rgba(255, 0, 0)"
Myton-On-Swale,54.094667,-1.334108,Myton-On-Swale,River Swale,3.436,"rgba(255, 0, 0)"
Truscott,50.639598,-4.407654,Launceston,River Kensey,1.2,"rgba(255, 0, 0)"
North Drain,51.199702,-2.861707,Burtle,North Drain,2.042,"rgba(255, 0, 0)"
Redbridge,52.492126,0.938899,Shropham,Thet,1.43,"rgba(255, 0, 0)"
Gurney Street,53.481022,-2.212509,Ancouts,Medlock,0.438,"rgba(0, 204, 0)"
Ashton Vale,51.439017,-2.62578,Leigh Woods,River Avon,1.16,"rgba(255, 0, 0)"
Roall Ings,53.721999,-1.149345,Salt end,Roall Dyke,0.96,"rgba(255, 0, 0)"
Wadesmill,51.839044,-0.027533,Wadesmill,Rib,1.6,"rgba(255, 0, 0)"
Parkend,51.764493,-2.556805,Parkend,River Lyd,0.6,"rgba(255, 194, 0)"
Tubbs Bottom,51.543699,-2.464859,Iron Acton,Bristol Frome,0.591,"rgba(255, 194, 0)"
North Fareham weir,50.863667,-1.166426,Wallington,Wallington,1.39,"rgba(255, 0, 0)"
"Malton, A64 Road Bridge",54.146645,-0.759757,Old Malton,River Derwent,3.095,"rgba(255, 0, 0)"
Sydling St Nicholas,50.795256,-2.522871,Sydling St Nicholas,Sydling Water,0.255,"rgba(0, 204, 0)"
Uckfield Mill upstream,50.968752,0.097884,Uckfield,Uck,1.3,"rgba(255, 0, 0)"
St Ives Consols Farm,50.206022,-5.49846,St Ives,River Stennack,0.659,"rgba(255, 194, 0)"
Squires Bridge,53.329892,-0.644055,Thorpe Le Fallows,Till,2.87,"rgba(255, 0, 0)"
Woolstone Mill,50.788684,-4.516349,Titson,River Neet,1.3,"rgba(255, 0, 0)"
Lambourn,51.508084,-1.530219,Lambourn,Lambourn,1.1,"rgba(255, 0, 0)"
"Stock Beck, Jewsons Yard",54.3317,-2.736971,Kendal,Stock Beck,0.422,"rgba(0, 204, 0)"
Lea Bridge,51.567832,-0.051025,Stoke Newington,Lee,6.1,"rgba(255, 0, 0)"
Abridge,51.65178,0.119024,Abridge,Roding,1.9,"rgba(255, 0, 0)"
Midelney,51.008129,-2.832096,Langport,River Isle,3.019,"rgba(255, 0, 0)"
Dowsby Fen,52.849491,-0.275979,Gosberton Clough,South Forty Foot,2.83,"rgba(255, 0, 0)"
Guithavon Valley,51.801923,0.634694,Witham,River Brain,0.61,"rgba(255, 194, 0)"
Ripon Ure Bank,54.143859,-1.515258,Sharow,River Ure,0.89,"rgba(255, 0, 0)"
Wootton Park,52.212737,-0.938853,Rothersthorpe,Wootton Brook,1.09,"rgba(255, 0, 0)"
Willowbank,51.559236,-0.484082,Denham,Colne,1.1,"rgba(255, 0, 0)"
Warkworth,55.348353,-1.608289,Warkworth,River Coquet,0.845,"rgba(255, 0, 0)"
Sheffield Station,53.376972,-1.463457,Sheffield,Porter Brook,0.3,"rgba(0, 204, 0)"
Chiselborough,50.92686,-2.768537,Chiselborough,River Parrett,1.8,"rgba(255, 0, 0)"
Sheffield Blackburn,53.429981,-1.423463,Rotherham,Blackburn Brook,1.8,"rgba(255, 0, 0)"
Simonsbath,51.13829,-3.758506,Simonsbath,River Barle,1,"rgba(255, 0, 0)"
Clipstone Brook,51.924207,-0.634231,Leighton Buzzard,Clipstone Brook,1.47,"rgba(255, 0, 0)"
Luxulyan,50.390824,-4.753487,Luxulyan,Par River,1.4,"rgba(255, 0, 0)"
Skinningrove,54.567493,-0.898737,Skinningrove,Kilton Beck,5.1,"rgba(255, 0, 0)"
Ebley Mill,51.740019,-2.24687,Stroud,River Frome,0.95,"rgba(255, 0, 0)"
Addingham,53.939721,-1.862096,Langbar,River Wharfe,1.87,"rgba(255, 0, 0)"
Boxford,52.028438,0.858403,Boxford,River Box,1.77,"rgba(255, 0, 0)"
Long Melford,52.080294,0.724408,Long Melford,Chad Brook,0.72,"rgba(255, 194, 0)"
Newnham Park,50.401002,-4.039339,Plympton,Tory Brook,1.16,"rgba(255, 0, 0)"
Eastville,51.470324,-2.566101,Eastville,Bristol Frome,8.7,"rgba(255, 0, 0)"
Iwood,51.363932,-2.788918,Congresbury,Congresbury Yeo,1,"rgba(255, 0, 0)"
Ledgard Bridge,53.671578,-1.697228,Mirfield,River Calder,2.5,"rgba(255, 0, 0)"
"Hemel Hempstead, Two Waters Road",51.741057,-0.47337,Hemel Hempstead,Bulbourne,1.5,"rgba(255, 0, 0)"
Chapel Haddlesey,53.730048,-1.128583,Chapel Haddlesey,River Aire,1.34,"rgba(255, 0, 0)"
Tanfield,54.887182,-1.700147,Tanfield,River Team,0.443,"rgba(0, 204, 0)"
Downton Iron Bridge,50.994106,-1.748006,Downton,River Avon,0.652,"rgba(255, 194, 0)"
"Greenford,Costons Lane",51.527366,-0.344873,Greenford,Brent,0.805,"rgba(255, 0, 0)"
Brislington,51.431118,-2.553489,Brislington,Brislington Brook,0.8,"rgba(255, 0, 0)"
Kilgram,54.269289,-1.708806,Thornton Steward,River Ure,2.5,"rgba(255, 0, 0)"
East Stoke,50.681026,-2.189136,East Stoke,River Frome,1.424,"rgba(255, 0, 0)"
Lower Camden,51.411956,0.051097,Bickley,Kyd Brook,1.9,"rgba(255, 0, 0)"
Low Marishes,54.185605,-0.725015,Low Marishes,River Derwent,3.578,"rgba(255, 0, 0)"
Beal Bridge,53.59901,-2.095119,Newhey,Beal,0.284,"rgba(0, 204, 0)"
East Mills Weir,50.928405,-1.777274,Fordingbridge,River Avon,1.079,"rgba(255, 0, 0)"
Horncastle Victoria Mill,53.210372,-0.117717,Horncastle,Bain,0.63,"rgba(255, 194, 0)"
Catcliffe Drain,53.390594,-1.361999,Rotherham,Catcliffe Drain,27.4,"rgba(255, 0, 0)"
Little Bridge,52.568529,-0.123188,Whittlesey,Nene (Orton - Wash),1.35,"rgba(255, 0, 0)"
Melbourne Park Carlisle,54.889748,-2.913769,Melbourne Park Carlisle,River Petteril,0.831,"rgba(255, 0, 0)"
Stockton,54.562523,-1.309081,Hartburn,River Tees,3.2,"rgba(255, 0, 0)"
North Finchley,51.614894,-0.189437,Totteridge,Dollis Brook,1.7,"rgba(255, 0, 0)"
Cerney Wick,51.665333,-1.891795,Cerney Wick,Churn,0.75,"rgba(255, 194, 0)"
Bromley South,51.400276,0.019377,Bromley,Ravensbourne,1.2,"rgba(255, 0, 0)"
Harrowden,52.334238,-0.683513,Great Harrowden,Ise,1.17,"rgba(255, 0, 0)"
Beal Weir Bridge,53.723209,-1.198257,Beal,River Aire,3.55,"rgba(255, 0, 0)"
Wimborne,50.789681,-1.971312,Oakley,River Stour,1.26,"rgba(255, 0, 0)"
Upper Tean,52.953586,-1.989532,Upper Tean,River Tean,0.4,"rgba(0, 204, 0)"
Shipston,52.062264,-1.622014,Shipston-On-Stour,River Stour (Warks),0.969,"rgba(255, 0, 0)"
Thames Ditton Island,51.393384,-0.331228,Long Ditton,Thames,5.7,"rgba(255, 0, 0)"
Penny Bridge,54.065287,-2.285676,Giggleswick,Ribble,2.484,"rgba(255, 0, 0)"
Brixworth,52.329443,-0.919921,Brixworth,Nene - Brampton Branch,1.5,"rgba(255, 0, 0)"
Lower Nazeing,51.735268,0.019953,Lower Nazeing,Nazeing Brook,1.5,"rgba(255, 0, 0)"
Hartburn,55.177213,-1.871211,Hartburn,River Hartburn,0.95,"rgba(255, 0, 0)"
Milverton,51.035518,-3.265957,Milverton,Hillfarrance Brook,0.7,"rgba(255, 194, 0)"
Bromyard,52.191185,-2.501355,Bromyard,Frome,2.3,"rgba(255, 0, 0)"
Ashclyst,50.776088,-3.403906,Ashclyst,River Clyst,1.7,"rgba(255, 0, 0)"
Adelphi Weir,53.485246,-2.26639,Salford,Irwell,0.737,"rgba(255, 194, 0)"
Ramshaw Mill,54.629699,-1.755963,West Auckland,River Gaunless,0.403,"rgba(0, 204, 0)"
"Pinner, Avenue Road",51.597129,-0.381769,Pinner,Pinn,1,"rgba(255, 0, 0)"
Easby,54.470289,-1.098857,Easby,River Leven,0.7,"rgba(255, 194, 0)"
Weston Turville,51.78506,-0.75797,Weston Turville,Wendover Springs,0.55,"rgba(255, 194, 0)"
Days Lock,51.638206,-1.179444,Little Wittenham,Thames,0.272,"rgba(0, 204, 0)"
Irwell Vale,53.677382,-2.317104,Edenfield,Irwell,1.3,"rgba(255, 0, 0)"
Eversley,51.356292,-0.888384,Eversley,River Blackwater,1.4,"rgba(255, 0, 0)"
Hookagate,52.678113,-2.791698,Hookagate,Rea Brook,1.1,"rgba(255, 0, 0)"
Belmont,52.045084,-2.752202,Belmont,Wye,3.8,"rgba(255, 0, 0)"
Bridgnorth,52.534933,-2.415835,Bridgnorth,River Severn,3.6,"rgba(255, 0, 0)"
Cam,51.699985,-2.360238,Cam,River Cam,0.782,"rgba(255, 194, 0)"
Ferrybridge Fishergate,53.71016,-1.264561,Ferrybridge,Wash Dike,0.212,"rgba(0, 204, 0)"
Newbridge Weir A,51.713499,-1.420988,Standlake,Windrush,0.44,"rgba(0, 204, 0)"
Marsh Lock,51.528776,-0.885703,Harpsden,Thames,0.383,"rgba(0, 204, 0)"
Shepshed,52.78322,-1.279553,Shepshed,Black Brook (Soar),1.6,"rgba(255, 0, 0)"
Brede Sluice Gate,50.945909,0.731007,Rye,Brede,1.26,"rgba(255, 0, 0)"
Otley,53.907954,-1.694001,Otley,River Wharfe,1.5,"rgba(255, 0, 0)"
Flash Bridge,51.121978,-0.510356,Alfold Crossways,Cranleigh Waters,3,"rgba(255, 0, 0)"
Woolley Bridge,53.461005,-1.9867,Hollingworth,Etherow,1.2,"rgba(255, 0, 0)"
Windsor Park,51.485795,-0.589124,Datchet,Thames,4.25,"rgba(255, 0, 0)"
"Enfield, Ordance Road",51.671889,-0.019618,Sewardstone,Small River Lee,1.1,"rgba(255, 0, 0)"
Steventon,51.621195,-1.323534,Steventon,Ginge Brook,1.023,"rgba(255, 0, 0)"
Brimpton,51.379146,-1.185549,Wasing,Enborne,1.34,"rgba(255, 0, 0)"
Basford Bridge,53.06433,-2.026812,Cheddleton,River Churnet,1.078,"rgba(255, 0, 0)"
Bathford,51.401613,-2.310449,Batheaston,River Avon,2.5,"rgba(255, 0, 0)"
Pulborough Swan Bridge,50.956335,-0.513508,Pulborough,Arun,3.713,"rgba(255, 0, 0)"
Bodmin St Petrocs Well,50.468455,-4.713137,Bodmin,Bodmin Town Leat,0.686,"rgba(255, 194, 0)"
South Emsall,53.599988,-1.294189,South Emsall,Ea Beck,0.238,"rgba(0, 204, 0)"
Brixton Deverill,51.141596,-2.204737,Monkton Deverill,River Wylye,0.47,"rgba(0, 204, 0)"
Syston,52.706226,-1.091508,Cossington,River Wreake,2.773,"rgba(255, 0, 0)"
Ashburton Upper,50.521452,-3.756985,Ashburton,River Ashburn,0.322,"rgba(0, 204, 0)"
Viewly Bridge,54.323263,-1.461847,Warlaby,River Wiske,0.83,"rgba(255, 0, 0)"
Billingborough Ousemere,52.89634,-0.340975,Billingborough,South Forty Foot,1.6,"rgba(255, 0, 0)"
Ripponden,53.666557,-1.948497,Ripponden,River Ryburn,0.8,"rgba(255, 0, 0)"
Marlborough,51.416287,-1.732479,Marlborough,Kennet,0.63,"rgba(255, 194, 0)"
Woking South,51.294424,-0.57291,Mayford,Hoe Stream,1.5,"rgba(255, 0, 0)"
Elland,53.694286,-1.813678,Elland,River Calder,1.49,"rgba(255, 0, 0)"
Stafford Bridge,51.130927,-0.213274,Ifield,Mole,2.5,"rgba(255, 0, 0)"
Broadway Foot,54.287705,-1.141251,Hawnby,River Rye,0.401,"rgba(0, 204, 0)"
Rattlesden,52.192763,0.889367,Rattlesden,Rattlesden River,0.3,"rgba(0, 204, 0)"
Burwash,50.990993,0.390419,Burwash,River Rother,1.93,"rgba(255, 0, 0)"
Gainsborough,53.392687,-0.776833,Gainsborough,River Trent,5,"rgba(255, 0, 0)"
Pixton,51.023183,-3.519869,Pixton,River Exe,1.4,"rgba(255, 0, 0)"
ICI Colne,53.662709,-1.748745,Huddersfield,River Colne,1.46,"rgba(255, 0, 0)"
Ponts Vale,50.370495,-4.710608,Tywardreath Highway,Par River,1.5,"rgba(255, 0, 0)"
Allbrook weir,50.987637,-1.34415,Colden Common,Itchen,0.529,"rgba(255, 194, 0)"
Shepherd Road,51.835524,-2.26623,Gloucester,Whaddon Brook,1,"rgba(255, 0, 0)"
Heighington Beck,53.212345,-0.44111,Heighington,Heighington Beck,0.18,"rgba(0, 204, 0)"
Tadcaster,53.890881,-1.275696,Tadcaster,River Wharfe,2.9,"rgba(255, 0, 0)"
Adwick,53.512513,-1.282162,Harlington,River Dearne,1.92,"rgba(255, 0, 0)"
"Kingfisher, Cockermouth",54.663532,-3.370199,"Kingfisher, Cockermouth",River Derwent,1.396,"rgba(255, 0, 0)"
Beach's Mill,51.737776,0.446263,Chelmsford,River Can,1.57,"rgba(255, 0, 0)"
Fenny Bridges,50.780011,-3.257213,Fenny Bridges,River Otter,1,"rgba(255, 0, 0)"
Buildwas,52.636354,-2.524962,Buildwas,River Severn,3.4,"rgba(255, 0, 0)"
Sprotbrough,53.507062,-1.18877,Sprotbrough,River Don,1.12,"rgba(255, 0, 0)"
Otterburn Mill,55.227922,-2.17683,Otterburn,River Rede,3.5,"rgba(255, 0, 0)"
Great Bridgford,52.839744,-2.174088,Great Bridgeford,River Sow,0.539,"rgba(255, 194, 0)"
Wimpole,52.118971,-0.054461,Wimpole,River Rhee,0.344,"rgba(0, 204, 0)"
Cambridge Jesus Lock,52.212835,0.120872,Cambridge,River Cam,0.74,"rgba(255, 194, 0)"
Staines Moor,51.45237,-0.520468,Hythe End,Wraysbury River,0.4,"rgba(0, 204, 0)"
Ringwood Riverside Terrace,50.843259,-1.793572,Ringwood,Bickerly Mill Stream,0.9,"rgba(255, 0, 0)"
Mattersey,53.397737,-0.964956,Mattersey,River Idle,2.7,"rgba(255, 0, 0)"
Kydbrook Close,51.382923,0.075811,Petts Wood,Kyd Brook,0.8,"rgba(255, 0, 0)"
Dalton,54.183434,-1.354871,Dalton,Cod Beck,1.783,"rgba(255, 0, 0)"
Buscot Lock,51.68119,-1.668729,Buscot,Thames,0.217,"rgba(0, 204, 0)"
Stockbridge,53.876388,-1.891964,Stockbridge,River Aire,1.8,"rgba(255, 0, 0)"
Farmoor,51.757544,-1.366384,Farmoor,Thames,1.3,"rgba(255, 0, 0)"
Bleach Green Weir,54.525555,-3.416967,Ennerdale Bridge,River Ehen,0.768,"rgba(255, 194, 0)"
Abercairn Road,51.416099,-0.143444,Streatham,Graveney,1.9,"rgba(255, 0, 0)"
Westover PS,51.034896,-2.833902,Langport,Huish Level Rhyne,2.26,"rgba(255, 0, 0)"
"Eamont Bridge, Beehive, River Lowther",54.649895,-2.737527,"Eamont Bridge, Beehive, River Lowther",River Lowther,0.959,"rgba(255, 0, 0)"
Dernford,52.134462,0.141784,Great Shelford,River Cam,0.395,"rgba(0, 204, 0)"
Barford Bridge,52.43909,-0.734823,Newton,Ise,1.54,"rgba(255, 0, 0)"
Norham,55.722365,-2.16338,Norham,Tweed,3.55,"rgba(255, 0, 0)"
Rye Meads,51.769207,0.016685,Roydon,Rye Meads Effluent Channel,0.65,"rgba(255, 194, 0)"
Chester-Le-Street,54.854785,-1.560716,Chester-Le-Street,River Wear,3.8,"rgba(255, 0, 0)"
Hail Weston,52.253951,-0.309376,Hail Weston,River Kym,1.299,"rgba(255, 0, 0)"
Kirkstead Bridge,53.143044,-0.241774,Martin Dales,Witham,2.9,"rgba(255, 0, 0)"
Low Houses,54.290034,-2.258043,High Houses,Snaizeholme Beck,0.85,"rgba(255, 0, 0)"
Werrington,50.655106,-4.353424,Werrington Park,River Ottery,1.4,"rgba(255, 0, 0)"
Aylesbury Thame,51.826251,-0.856541,Stone,Thame,1.9,"rgba(255, 0, 0)"
Canonbie (SEPA Site),55.066848,-2.946363,Canonbie,Esk (Border),1.425,"rgba(255, 0, 0)"
Pontefract Wash Dike,53.699599,-1.292918,Pontefract,Wash Dike,0.95,"rgba(255, 0, 0)"
Westy,53.390658,-2.560365,Westy,Mersey,4.14,"rgba(255, 0, 0)"
Chesterfield,53.231179,-1.454659,Walton,River Hipper,0.9,"rgba(255, 0, 0)"
Harwood,54.672926,-2.234106,Langdon Common,Harwood Beck,0.578,"rgba(255, 194, 0)"
Castle Foregate,52.714919,-2.749968,Shrewsbury,Bagley Brook,0.43,"rgba(0, 204, 0)"
Lea Marston,52.541117,-1.695622,Lea Marston,River Tame,0.799,"rgba(255, 194, 0)"
West Kington,51.493159,-2.280981,West Kington,By Brook,0.5,"rgba(255, 194, 0)"
Alma Weir,54.13342,-1.51864,Ripon,River Skell,0.75,"rgba(255, 194, 0)"
Stinsford,50.71564,-2.409207,Stinsford,River Frome,0.5,"rgba(255, 194, 0)"
Henley River,52.29694,-1.777373,Henley-In-Arden,River Alne,0.546,"rgba(255, 194, 0)"
Walkern,51.919973,-0.123165,Walkern,Beane,0.81,"rgba(255, 0, 0)"
Bartley Mill,51.097082,0.330342,Wadhurst,Teise,0.632,"rgba(255, 194, 0)"
Chatsworth,53.211297,-1.610938,Carlton Lees,River Derwent,3.3,"rgba(255, 0, 0)"
Oakworth Mytholmes Lane,53.840383,-1.945702,Oakworth,Worth,0.64,"rgba(255, 194, 0)"
Guildford,51.236036,-0.578011,Guildford,Wey,2.6,"rgba(255, 0, 0)"
Penzance Alverton,50.117377,-5.552432,Penzance,Lariggan River,0.3,"rgba(0, 204, 0)"
Congleton Park,53.166353,-2.209364,Congleton,Dane,0.6,"rgba(255, 194, 0)"
Blakes Lock,51.456172,-0.954614,Reading,Kennet,0.2,"rgba(0, 204, 0)"
Peeks Brook Lane,51.161389,-0.135668,Burstow,Burstow Stream,2.4,"rgba(255, 0, 0)"
Great Haywood,52.805262,-2.011076,Great Haywood,River Trent,1.502,"rgba(255, 0, 0)"
Hereford Bridge,52.051748,-2.720173,Hereford Bridge,Wye,3.3,"rgba(255, 0, 0)"
"Calder Drive, Kendal",54.329748,-2.729924,"Calder Drive, Kendal",Stock Beck,0.5,"rgba(255, 194, 0)"
"Masham, Swinney Beck",54.222378,-1.661545,Masham,Swinney Beck,0.85,"rgba(255, 0, 0)"
Penton Hook,51.414528,-0.499731,Laleham,Thames,0.291,"rgba(0, 204, 0)"
